"","site_name","site_address","site_city","site_state","site_zip","latitude","longitude","site_type"
"3061","Early Head Start Home Based Program Knox, Warren & Henderson Counties 24 slots","527 Iowa Ct","Galesburg","IL","61401",40.9408,-90.3401,"Head Start Centers"
"3062","Knox County  Head Start II","515 Iowa Ct","Galesburg","IL","61401",40.9409,-90.3403,"Head Start Centers"
"3063","Abingdon Head Start","103 S Western Ave","Abingdon","IL","61410",40.8013,-90.4021,"Head Start Centers"
"3064","Gibson City Head Start Center","401 N Church St","Gibson City","IL","60936",40.4693,-88.3741,"Head Start Centers"
"3065","Knox County Head Start I","227 E Tompkins St","Galesburg","IL","61401",40.9451,-90.3676,"Head Start Centers"
"3066","Piatt","315 N Main St","Cisco","IL","61830",40.0133,-88.7261,"Head Start Centers"
"3067","OTTAWA EXTENDED DAY","103 W McKinley Rd","Ottawa","IL","61350",41.3244,-88.8398,"Head Start Centers"
"3068","OTTAWA","627 Gentleman Rd","Ottawa","IL","61350",41.3315,-88.8314,"Head Start Centers"
"3069","OTTAWA FULL DAY/FULL YEAR","1903 Pratt Ln","Ottawa","IL","61350",41.3624,-88.8308,"Head Start Centers"
"3070","Empowerment Opportunity Center","360 E Marietta St","Decatur","IL","62521",39.8515,-88.9528,"Head Start Centers"
"3071","Baby TALK, Inc","355 E Marietta St","Decatur","IL","62521",39.851,-88.9524,"Head Start Centers"
"3072","Cook Site","1108 E Cook St","Springfield","IL","62703",39.7948,-89.6408,"Head Start Centers"
"3073","Apple Orchard","770 Apple Orchard Rd","Springfield","IL","62703",39.7609,-89.6451,"Head Start Centers"
"3074","SENECA","307 E Scott St","Seneca","IL","61360",41.3152,-88.6032,"Head Start Centers"
"3075","MENDOTA","101 4th St","Mendota","IL","61342",41.545,-89.1089,"Head Start Centers"
"3076","Macomb Center","320 W University Dr","Macomb","IL","61455",40.473,-90.6726,"Head Start Centers"
"3077","Warren County Head Start","321 E Euclid Ave","Monmouth","IL","61462",40.9172,-90.6451,"Head Start Centers"
"3078","RPC Early Childhood Education Center at West Champaign","103 S Country Fair Dr","Champaign","IL","61821",40.1161,-88.2826,"Head Start Centers"
"3079","RPC Early Childhood Education Center at West Champaign","103 S Country Fair Dr","Champaign","IL","61821",40.1161,-88.2825,"Head Start Centers"
"3080","Rantoul Head Start/Early Head Start","104 E Nightingale Ct","Rantoul","IL","61866",40.2878,-88.1575,"Head Start Centers"
"3081","Beardstown Center","909 W 12th St","Beardstown","IL","62618",40.0072,-90.438,"Head Start Centers"
"3082","Paxton Head Start/Early Head Start","1195 E Pells St","Paxton","IL","60957",40.4591,-88.0832,"Head Start Centers"
"3083","Champaign Head Start/Early Head Start","809 N Neil St","Champaign","IL","61820",40.1238,-88.2444,"Head Start Centers"
"3084","EARLVILLE","415 W Union St","Earlville","IL","60518",41.585,-88.9257,"Head Start Centers"
"3085","Schuyler County Home Based Site-Free Methodist Church","217 S Liberty St","Rushville","IL","62681",40.1186,-90.5621,"Head Start Centers"
"3086","Step By Step - Morris","123 Brentwood Dr","Morris","IL","60450",41.3769,-88.4243,"Head Start Centers"
"3087","Savoy Head Start","310 W Church St","Savoy","IL","61874",40.0546,-88.2542,"Head Start Centers"
"3088","Brookens Administrative Center","1776 E Washington St","Urbana","IL","61802",40.1066,-88.1866,"Head Start Centers"
"3089","Herscher","391 N Main St","Herscher","IL","60941",41.0542,-88.0983,"Head Start Centers"
"3090","Urbana Head Start/Early Head Start","1603 E Mumford Dr","Urbana","IL","61802",40.0899,-88.1885,"Head Start Centers"
"3091","Gilman Head Start Center","210 N Central St","Gilman","IL","60938",40.7686,-87.9932,"Head Start Centers"
"3092","Step by Step - Diamond","125 S Berta Rd","Diamond","IL","60416",41.2866,-88.2656,"Head Start Centers"
"3093","CEFS Head Start 0-5 Program-Taylorville","1104 W Spresser St","Taylorville","IL","62568",39.5526,-89.3086,"Head Start Centers"
"3094","Just For Kids","400 W State St","Jacksonville","IL","62650",39.7343,-90.2341,"Head Start Centers"
"3095","Colona Center 1200","700 1st St","Colona","IL","61241",41.4733,-90.3581,"Head Start Centers"
"3096","Skip-A-Long Moline","4800 60th St","Moline","IL","61265",41.4651,-90.4553,"Head Start Centers"
"3097","It's A Child's World 1106","644 Crosstown Ave","Silvis","IL","61282",41.4986,-90.4212,"Head Start Centers"
"3098","North Macoupin County Head Start Center","231 W Fortune St","Virden","IL","62690",39.5067,-89.7762,"Head Start Centers"
"3099","Aledo 1301","305 NW 7th St","Aledo","IL","61231",41.2073,-90.751,"Head Start Centers"
"3100","East Moline Center 1104","777 25th Ave","East Moline","IL","61244",41.507,-90.4423,"Head Start Centers"
"3101","STERLING WALLACE","506 W 4th St","Sterling","IL","61081",41.7892,-89.7031,"Head Start Centers"
"3102","Florence Aldridge CDC 1101 & 12 Home-Based for Mercer, Henry, RI Co.","499 27th St","East Moline","IL","61244",41.5274,-90.4184,"Head Start Centers"
"3103","Play Palz 101","190 Concordia Dr","Chebanse","IL","60922",41.0064,-87.9107,"Head Start Centers"
"3104","Skip-A-Long Milan","1800 1st St W","Milan","IL","61264",41.4328,-90.5685,"Head Start Centers"
"3105","Springbrook 1103","4251 - 11th Ave","Moline","IL","61265",41.503,-90.4781,"Head Start Centers"
"3106","Ridgewood","9607 14th St W","Rock Island","IL","61201",41.4241,-90.5856,"Head Start Centers"
"3107","P&J Tender Care 1108","4544 3rd St","Moline","IL","61265",41.4687,-90.5337,"Head Start Centers"
"3108","Jefferson","1306 W. 4th Street","Milan","IL","61264",41.4385,-90.5722,"Head Start Centers"
"3109","DIXON","501 S Lincoln Ave","Dixon","IL","61021",41.8368,-89.4971,"Head Start Centers"
"3110","Henderson County Head Start","199 7th Street","Oquawka","IL","61469",40.9375,-90.9472,"Head Start Centers"
"3111","CEFS Head Start 0-5 Program-Sullivan","10 Hawthorne Ln","Sullivan","IL","61951",39.5847,-88.6059,"Head Start Centers"
"3112","Moline Kids Campus 1107","1505 7th St","Moline","IL","61265",41.4978,-90.5282,"Head Start Centers"
"3113","Mt. Sterling Home Based Site-The Crossing Church","Rural Route 1","Mt Sterling","IL","62353",39.9841,-90.7497,"Head Start Centers"
"3114","Floreciente Center 1105","350 3rd St","Moline","IL","61265",41.506,-90.5333,"Head Start Centers"
"3115","Longfellow","4198 7th Ave","Rock Island","IL","61201",41.5047,-90.5429,"Head Start Centers"
"3116","Hanson","4000 9th St","Rock Island","IL","61201",41.4714,-90.5868,"Head Start Centers"
"3117","Horace Mann Early Learning Center","3530 38th Ave","Rock Island","IL","61201",41.4732,-90.5872,"Head Start Centers"
"3118","Rock Island Center for Math and Science","2101 16th Ave","Rock Island","IL","61201",41.4957,-90.5706,"Head Start Centers"
"3119","Rock Island Academy","930 14th St","Rock Island","IL","61201",41.5019,-90.5794,"Head Start Centers"
"3120","Lasting Impressions","1237 W Station St","Kankakee","IL","60901",41.119,-87.8824,"Head Start Centers"
"3121","Skip-A-Long Rock Island","1609 4th St","Rock Island","IL","61201",41.4958,-90.5915,"Head Start Centers"
"3122","Play Palz 101","201 N Wall St","Kankakee","IL","60901",41.1225,-87.8821,"Head Start Centers"
"3123","Marshall","600 11th Ave","Rock Island","IL","61201",41.5006,-90.5893,"Head Start Centers"
"3124","Lasting Impressions","735 Main St NW","Bourbonnais","IL","60914",41.1612,-87.8885,"Head Start Centers"
"3125","DOUGLAS COUNTY","200 E Issacher","Camargo","IL","61919",39.7977,-88.1642,"Head Start Centers"
"3126","River Valley Migrant & Seasonal Head Start","202 N Schuyler Ave","Kankakee","IL","60901",41.1218,-87.8634,"Head Start Centers"
"3127","Play Palz 101","270 N Schuyler Ave","Kankakee","IL","60901",41.1224,-87.8632,"Head Start Centers"
"3128","Rockdale Head Start","1215 Houbolt Rd","Joliet","IL","60431",41.5005,-88.1808,"Head Start Centers"
"3129","CEFS Head Start 0-5 Program-Pana","721 E Washington St","Pana","IL","62557",39.3928,-89.0782,"Head Start Centers"
"3130","Bourbonnais","325 N Convent St","Bourbonnais","IL","60914",41.1615,-87.8776,"Head Start Centers"
"3131","YWCA","1086 E Court St","Kankakee","IL","60901",41.1189,-87.8515,"Head Start Centers"
"3132","Proegler","710 N Chicago Ave","Kankakee","IL","60901",41.1285,-87.8563,"Head Start Centers"
"3133","MBS Child Care Center","525 E Fair St","Kankakee","IL","60901",41.131,-87.8573,"Head Start Centers"
"3134","Play Palz 101","115 Mooney Dr","Bourbonnais","IL","60914",41.1585,-87.862,"Head Start Centers"
"3135","Alexandria Drive Early Childhood Center","1704 Alexandria Dr","Joliet","IL","60436",41.4893,-88.1457,"Head Start Centers"
"3136","POLO EXTENDED DAY","22027 Polo Rd","Sterling","IL","61081",41.9021,-89.6487,"Head Start Centers"
"3137","Watseka Head Start/Early Head Start","1001 E Grant St","Watseka","IL","60970",40.7726,-87.7144,"Head Start Centers"
"3138","Del Valle Migrant Head Start","6550 Ridge Rd","Oswego","IL","60543",41.6188,-88.268,"Head Start Centers"
"3139","CEFS Head Start 0-5 Program-Shelbyville","711 W South 7th St","Shelbyville","IL","62565",39.4008,-88.8009,"Head Start Centers"
"3140","Broadway Center","110 Willow Ave","Joliet","IL","60436",41.5211,-88.0998,"Head Start Centers"
"3141","Manteno","555 W Cook St","Manteno","IL","60950",41.2454,-87.8436,"Head Start Centers"
"3142","Hoopeston Head Start Center","502 E Main St","Hoopeston","IL","60942",40.4676,-87.665,"Head Start Centers"
"3143","Felman Early Childhood Center","200 S Desplaines St","Joliet","IL","60436",41.5201,-88.0856,"Head Start Centers"
"3144","ROCHELLE","14206 E Flagg Rd","Rochelle","IL","61068",41.9412,-89.0683,"Head Start Centers"
"3145","Carthage Center","712 Center St","Carthage","IL","62321",40.4187,-91.1314,"Head Start Centers"
"3146","St. John's Center","822 Elizabeth St","Joliet","IL","60435",41.5397,-88.089,"Head Start Centers"
"3147","Kinder Care Constitution","80 S Constitution Dr","Aurora","IL","60506",41.7621,-88.368,"Head Start Centers"
"3148","OREGON EXTENDED DAY","1302 Pines Rd","Oregon","IL","61061",42.0047,-89.3458,"Head Start Centers"
"3149","Jugando Se Aprende","1042 Talma St","Aurora","IL","60505",41.736,-88.3112,"Head Start Centers"
"3150","Boone|DeKalb|Grundy Home-Based","155 N 3rd St","Dekalb","IL","60115",41.9308,-88.7512,"Head Start Centers"
"3151","Aurora East","107 Jackson St","Aurora","IL","60505",41.7514,-88.3077,"Head Start Centers"
"3152","MATTOON","2000 Richmond Ave","Mattoon","IL","61938",39.4852,-88.3792,"Head Start Centers"
"3153","Hometown Child Care - Lincoln","60 S Lincoln Ave","Aurora","IL","60505",41.7543,-88.3117,"Head Start Centers"
"3154","Hometown Childcare Center Lincoln","60 S Lincoln Ave","Aurora","IL","60505",41.7543,-88.3117,"Head Start Centers"
"3155","Hometown Child Care - Town Center","1679 Town Center St","Aurora","IL","60504",41.74,-88.278,"Head Start Centers"
"3156","Hometown Childcare Center Town Center","1679 Town Center St","Aurora","IL","60504",41.74,-88.278,"Head Start Centers"
"3157","Illiana Migrant Head Start","150 S Randolph St","Sheldon","IL","60966",40.7695,-87.5718,"Head Start Centers"
"3158","Carlinville Head Start Center","610 N Charles St","Carlinville","IL","62626",39.286,-89.8776,"Head Start Centers"
"3159","Aurora West","1455 Sullivan Rd","Aurora","IL","60506",41.7902,-88.352,"Head Start Centers"
"3160","Greene County Head Start Center","302 Higbee St","White Hall","IL","62092",39.4426,-90.3998,"Head Start Centers"
"3161","Roselawn Early Head Start-Head Start Center","302 W Roselawn St","Danville","IL","61832",40.1511,-87.6348,"Head Start Centers"
"3162","Sycamore","2425 Bethany Rd","Sycamore","IL","60178",41.9669,-88.7211,"Head Start Centers"
"3163","Laura Lee Head Start Center","455 N Jackson St","Danville","IL","61832",40.1325,-87.6271,"Head Start Centers"
"3164","Camp Point Center","2090 Highway 24","Camp Point","IL","62320",40.0369,-91.1186,"Head Start Centers"
"3165","Family & Community Development Center","501 N Kimball St","Danville","IL","61832",40.1325,-87.6151,"Head Start Centers"
"3166","NEOGA","1364 County Road 100 E","Neoga","IL","62447",39.3686,-88.4533,"Head Start Centers"
"3167","CHARLESTON II","707 Windsor Rd","Charleston","IL","61920",39.5017,-88.1931,"Head Start Centers"
"3168","CHARLESTON","697 Windsor Rd","Charleston","IL","61920",39.5015,-88.1932,"Head Start Centers"
"3169","Good Shepherd Center","151 E Briarcliff Rd","Bolingbrook","IL","60440",41.6976,-88.0651,"Head Start Centers"
"3170","Fair Oaks Head Start Center","1023 Belton Dr","Danville","IL","61832",40.14,-87.5895,"Head Start Centers"
"3171","Trinity Head Start Center","311 E Moses Ave","Westville","IL","61883",40.0483,-87.636,"Head Start Centers"
"3172","CEFS Head Start 0-5 Program-Litchfield","202 W Water St","Litchfield","IL","62056",39.1677,-89.6569,"Head Start Centers"
"3173","Johnson School","2S700 Continental Dr","Warrenville","IL","60555",41.8287,-88.2078,"Head Start Centers"
"3174","Pittsfield Center","1310 W Washington St","Pittsfield","IL","62363",39.6059,-90.8367,"Head Start Centers"
"3175","Family Development Center","1 University Pkwy","University Park","IL","60484",41.4465,-87.7197,"Head Start Centers"
"3176","Educare of West DuPage","851 Pearl Rd","West Chicago","IL","60185",41.8703,-88.2122,"Head Start Centers"
"3177","Educare West DuPage","851 Pearl Rd","West Chicago","IL","60185",41.8706,-88.2117,"Head Start Centers"
"3178","First Step Child Care Center, Inc.","22025 Governors Hwy","Richton Park","IL","60471",41.4884,-87.7122,"Head Start Centers"
"3179","Educare West DuPage at Glen Arbor","204 Church St","West Chicago","IL","60185",41.8819,-88.2074,"Head Start Centers"
"3180","Anne M. Jeans Elementary School","16W 632 91st Street","Willowbrook","IL","60527",41.7229,-87.9483,"Head Start Centers"
"3181","Savanna West Carroll Head Start","2215 Wacker Rd","Savanna","IL","61074",42.0807,-90.122,"Head Start Centers"
"3182","Jefferson Early Childhood Center","130 N Hazelton Ave","Wheaton","IL","60187",41.8648,-88.1365,"Head Start Centers"
"3183","CHRISMAN","111 N Pennsylvania St","Chrisman","IL","61924",39.8036,-87.6736,"Head Start Centers"
"3184","Early Head Start Home-Based","222 E Willow Ave","Wheaton","IL","60187",41.863,-88.1039,"Head Start Centers"
"3185","Mother Goose","4112 183rd St","Country Club Hills","IL","60478",41.5582,-87.7154,"Head Start Centers"
"3186","South Macoupin County Head Start Center","314 E Central Ave","Benld","IL","62009",39.093,-89.8033,"Head Start Centers"
"3187","Longfellow Elemntary School","311 E Seminary Ave","Wheaton","IL","60187",41.8676,-88.1028,"Head Start Centers"
"3188","Westfield Elementary","2S125 Mayfield Ln","Glen Ellyn","IL","60137",41.8428,-88.0445,"Head Start Centers"
"3189","WESTFIELD","415 W Walnut St","Westfield","IL","62474",39.457,-88.0001,"Head Start Centers"
"3190","St. Andrew's  Head Start","250 N Gary Ave","Carol Stream","IL","60188",41.9086,-88.122,"Head Start Centers"
"3191","IAFC-Chicago Heights Early Learning Center","202 S Halsted St","Chicago Heights","IL","60411",41.5256,-87.6386,"Head Start Centers"
"3192","Outreach","345 S President St","Carol Stream","IL","60188",41.8961,-88.092,"Head Start Centers"
"3193","Kindercare Elgin","2485 South St","Elgin","IL","60123",42.0239,-88.341,"Head Start Centers"
"3194","Easterseals Early Learning Center - Hickory HIlls","8020 W 87th St","Hickory Hills","IL","60457",41.7336,-87.8196,"Head Start Centers"
"3195","IAFC - Ford Heights Early Learning Center","1055 Berkeley Ave","Ford Heights","IL","60411",41.512,-87.5909,"Head Start Centers"
"3196","YMCA Elgin","50 N McLean Blvd","Elgin","IL","60123",42.0361,-88.3126,"Head Start Centers"
"3197","Shelby Scholars","3587 W 137th St","Robbins","IL","60472",41.6437,-87.7086,"Head Start Centers"
"3198","Elgin West","69 N Aldine Ave","Elgin","IL","60123",42.0372,-88.3065,"Head Start Centers"
"3199","Beyer Elementary School","333 15th Ave","Rockford","IL","61104",42.25,-89.0935,"Head Start Centers"
"3200","Safari Life Child Care & Learning Center","1935 Glenwood Dyer Rd","Lynwood","IL","60411",41.5278,-87.5698,"Head Start Centers"
"3201","Kiddy Kulture Child Care & Learning Center","396 E 159th St","Harvey","IL","60426",41.6006,-87.633,"Head Start Centers"
"3202","CEFS Head Start 0-5 Program-Effingham","900 W Edgar Ave","Effingham","IL","62401",39.1198,-88.5534,"Head Start Centers"
"3203","CEFS Head Start 0-5 Program-Effingham (EHS)","505 S Maple St","Effingham","IL","62401",39.1181,-88.5493,"Head Start Centers"
"3204","CEFS Head Start 0-5 Program-Altamont","6 N 4th St","Altamont","IL","62411",39.0599,-88.7511,"Head Start Centers"
"3205","Early Head Start Administration Office","425 E State St","Rockford","IL","61104",42.2677,-89.0882,"Head Start Centers"
"3206","PARIS 1 & 2","507 Connelly St","Paris","IL","61944",39.6177,-87.6939,"Head Start Centers"
"3207","Trinity Day Care, Inc.","215 N 1st St","Rockford","IL","61107",42.2694,-89.0865,"Head Start Centers"
"3208","IAFC-Harvey - South Holland Early Learning Center","16515 S Park Ave","South Holland","IL","60473",41.5951,-87.6072,"Head Start Centers"
"3209","PACE Center","902 Acorn St","Rockford","IL","61101",42.279,-89.1002,"Head Start Centers"
"3210","Happy Days South Holland","831 E 162nd St","South Holland","IL","60473",41.6005,-87.5967,"Head Start Centers"
"3211","Addison Children's Center","121 E Fullerton Ave","Addison","IL","60101",41.9196,-87.9862,"Head Start Centers"
